question	i
10	5797
10	5798
10	5799
10	5800
10	5801
10	5802
8	5803
8	5804
6	5805
2	5806
10	5807
2	5808
10	5809
14	5810
4	5811
10	5812
6	5813
8	5814
10	5815
6	5816
10	5817
10	5818
10	5819
18	5820
6	5821
10	5822
10	5823
6	5824
10	5825
6	5826
16	5827
2	5828
10	5829
6	5830
10	5831
10	5832
8	5833
10	5834
10	5835
10	5836
10	5837
10	5838
10	5839
10	5840
10	5841
18	5842
10	5843
14	5844
10	5845
10	5846
8	5847
6	5848
10	5849
8	5850
10	5851
10	5852
10	5853
6	5854
10	5855
10	5856
4	5857
10	5858
6	5859
8	5860
10	5861
6	5862
10	5863
8	5864
10	5865
8	5866
6	5867
6	5868
10	5869
10	5870
6	5871
10	5872
10	5873
10	5874
8	5875
10	5876
8	5877
10	5878
10	5879
10	5880
10	5881
6	5882
10	5883
10	5884
10	5885
6	5886
14	5887
10	5888
10	5889
8	5890
8	5891
10	5892
10	5893
10	5894
10	5895
6	5896
10	5897
10	5898
10	5899
8	5900
10	5901
10	5902
10	5903
10	5904
10	5905
10	5906
16	5907
10	5908
8	5909
10	5910
10	5911
20	5912
10	5913
30	5914
8	5915
10	5916
10	5917
10	5918
6	5919
8	5920
12	5921
10	5922
10	5923
8	5924
8	5925
10	5926
10	5927
10	5928
6	5929
10	5930
10	5931
10	5932
10	5933
10	5934
10	5935
20	5936
10	5937
10	5938
8	5939
10	5940
10	5941
20	5942
10	5943
18	5944
10	5945
28	5946
10	5947
8	5948
6	5949
10	5950
10	5951
20	5952
10	5953
10	5954
8	5955
10	5956
10	5957
10	5958
6	5959
10	5960
4	5961
28	5962
10	5963
10	5964
10	5965
8	5966
10	5967
10	5968
10	5969
10	5970
10	5971
10	5972
28	5973
30	5974
10	5975
20	5976
10	5977
10	5978
10	5979
10	5980
10	5981
10	5982
38	5983
10	5984
10	5985
6	5986
6	5987
10	5988
30	5989
10	5990
10	5991
10	5992
6	5993
8	5994
10	5995
10	5996
50	5997
10	5998
6	5999
8	6000
6	6001
8	6002
10	6003
10	6004
10	6005
10	6006
10	6007
16	6008
6	6009
8	6010
8	6011
10	6012
10	6013
18	6014
10	6015
10	6016
32	6017
10	6018
10	6019
8	6020
8	6021
10	6022
10	6023
10	6024
8	6025
6	6026
10	6027
10	6028
10	6029
10	6030
10	6031
10	6032
10	6033
10	6034
38	6035
10	6036
10	6037
10	6038
10	6039
10	6040
16	6041
38	6042
10	6043
8	6044
10	6045
6	6046
8	6047
10	6048
10	6049
10	6050
16	6051
10	6052
6	6053
8	6054
10	6055
20	6056
20	6057
10	6058
10	6059
10	6060
12	6061
10	6062
10	6063
8	6064
10	6065
10	6066
10	6067
8	6068
20	6069
10	6070
10	6071
10	6072
8	6073
10	6074
10	6075
8	6076
10	6077
10	6078
10	6079
18	6080
10	6081
10	6082
10	6083
10	6084
10	6085
10	6086
10	6087
10	6088
10	6089
10	6090
8	6091
10	6092
8	6093
8	6094
10	6095
10	6096
10	6097
10	6098
10	6099
6	6100
10	6101
10	6102
10	6103
10	6104
10	6105
8	6106
10	6107
16	6108
8	6109
10	6110
8	6111
10	6112
10	6113
10	6114
20	6115
10	6116
6	6117
10	6118
10	6119
10	6120
10	6121
6	6122
8	6123
6	6124
10	6125
10	6126
6	6127
8	6128
10	6129
10	6130
10	6131
10	6132
8	6133
10	6134
10	6135
18	6136
10	6137
8	6138
10	6139
10	6140
10	6141
6	6142
10	6143
10	6144
10	6145
6	6146
10	6147
6	6148
10	6149
6	6150
10	6151
10	6152
10	6153
20	6154
10	6155
10	6156
20	6157
10	6158
8	6159
10	6160
10	6161
6	6162
16	6163
10	6164
10	6165
8	6166
6	6167
4	6168
4	6169
6	6170
10	6171
10	6172
8	6173
10	6174
4	6175
6	6176
6	6177
20	6178
10	6179
8	6180
6	6181
10	6182
8	6183
10	6184
8	6185
8	6186
10	6187
10	6188
10	6189
6	6190
2	6191
10	6192
10	6193
8	6194
10	6195
10	6196
2	6197
10	6198
10	6199
2	6200
6	6201
10	6202
10	6203
8	6204
2	6205
10	6206
2	6207
8	6208
10	6209
10	6210
4	6211
10	6212
10	6213
8	6214
6	6215
6	6216
10	6217
10	6218
10	6219
20	6220
18	6221
10	6222
10	6223
10	6224
10	6225
8	6226
10	6227
6	6228
10	6229
8	6230
8	6231
14	6232
10	6233
8	6234
6	6235
10	6236
8	6237
6	6238
6	6239
10	6240
6	6241
10	6242
10	6243
10	6244
10	6245
30	6246
8	6247
4	6248
10	6249
6	6250
10	6251
10	6252
10	6253
10	6254
10	6255
10	6256
10	6257
10	6258
10	6259
10	6260
10	6261
6	6262
10	6263
10	6264
10	6265
10	6266
8	6267
6	6268
6	6269
8	6270
10	6271
10	6272
2	6273
10	6274
8	6275
10	6276
10	6277
14	6278
10	6279
10	6280
6	6281
10	6282
6	6283
10	6284
10	6285
10	6286
6	6287
10	6288
10	6289
6	6290
8	6291
10	6292
8	6293
10	6294
10	6295
10	6296
10	6297
10	6298
8	6299
10	6300
10	6301
10	6302
10	6303
10	6304
10	6305
6	6306
10	6307
10	6308
8	6309
10	6310
8	6311
10	6312
8	6313
10	6314
6	6315
10	6316
8	6317
10	6318
10	6319
8	6320
6	6321
8	6322
6	6323
20	6324
10	6325
8	6326
6	6327
10	6328
8	6329
8	6330
10	6331
8	6332
10	6333
10	6334
10	6335
10	6336
2	6337
8	6338
8	6339
10	6340
10	6341
10	6342
6	6343
10	6344
10	6345
10	6346
10	6347
10	6348
10	6349
10	6350
8	6351
6	6352
8	6353
10	6354
8	6355
8	6356
6	6357
10	6358
10	6359
8	6360
6	6361
6	6362
10	6363
10	6364
10	6365
10	6366
10	6367
10	6368
10	6369
10	6370
6	6371
8	6372
4	6373
10	6374
10	6375
8	6376
10	6377
10	6378
12	6379
10	6380
10	6381
8	6382
24	6383
10	6384
10	6385
10	6386
10	6387
10	6388
8	6389
10	6390
10	6391
8	6392
10	6393
10	6394
10	6395
10	6396
10	6397
10	6398
8	6399
14	6400
10	6401
10	6402
10	6403
14	6404
2	6405
8	6406
10	6407
10	6408
8	6409
10	6410
10	6411
8	6412
8	6413
12	6414
10	6415
10	6416
10	6417
6	6418
10	6419
8	6420
16	6421
10	6422
16	6423
10	6424
12	6425
10	6426
22	6427
8	6428
10	6429
10	6430
10	6431
8	6432
8	6433
10	6434
6	6435
10	6436
14	6437
8	6438
24	6439
6	6440
10	6441
10	6442
10	6443
10	6444
10	6445
6	6446
8	6447
10	6448
10	6449
10	6450
10	6451
20	6452
4	6453
20	6454
6	6455
10	6456
8	6457
10	6458
10	6459
10	6460
10	6461
8	6462
10	6463
8	6464
10	6465
6	6466
8	6467
10	6468
8	6469
10	6470
10	6471
6	6472
8	6473
10	6474
6	6475
10	6476
8	6477
12	6478
10	6479
10	6480
10	6481
10	6482
10	6483
4	6484
8	6485
10	6486
6	6487
6	6488
10	6489
8	6490
10	6491
10	6492
10	6493
6	6494
10	6495
6	6496
10	6497
20	6498
8	6499
8	6500
6	6501
10	6502
6	6503
10	6504
10	6505
10	6506
10	6507
6	6508
10	6509
10	6510
6	6511
8	6512
8	6513
8	6514
2	6515
10	6516
6	6517
10	6518
20	6519
4	6520
26	6521
10	6522
8	6523
8	6524
8	6525
10	6526
10	6527
10	6528
10	6529
12	6530
10	6531
4	6532
6	6533
8	6534
10	6535
10	6536
10	6537
10	6538
6	6539
8	6540
10	6541
8	6542
10	6543
10	6544
8	6545
10	6546
6	6547
10	6548
6	6549
10	6550
8	6551
8	6552
6	6553
6	6554
8	6555
10	6556
4	6557
10	6558
10	6559
10	6560
10	6561
8	6562
8	6563
10	6564
6	6565
10	6566
24	6567
8	6568
4	6569
10	6570
6	6571
10	6572
10	6573
10	6574
10	6575
10	6576
8	6577
10	6578
10	6579
8	6580
10	6581
8	6582
6	6583
10	6584
10	6585
10	6586
8	6587
10	6588
10	6589
10	6590
10	6591
8	6592
10	6593
10	6594
6	6595
10	6596
10	6597
6	6598
6	6599
8	6600
10	6601
10	6602
8	6603
8	6604
10	6605
6	6606
10	6607
2	6608
10	6609
20	6610
10	6611
4	6612
10	6613
10	6614
18	6615
20	6616
10	6617
10	6618
6	6619
10	6620
10	6621
8	6622
14	6623
10	6624
8	6625
10	6626
10	6627
8	6628
8	6629
10	6630
18	6631
6	6632
20	6633
8	6634
6	6635
10	6636
2	6637
10	6638
10	6639
8	6640
14	6641
10	6642
10	6643
10	6644
24	6645
6	6646
16	6647
10	6648
2	6649
6	6650
10	6651
10	6652
8	6653
6	6654
10	6655
10	6656
6	6657
8	6658
10	6659
10	6660
8	6661
10	6662
10	6663
10	6664
10	6665
10	6666
10	6667
10	6668
22	6669
10	6670
10	6671
2	6672
10	6673
8	6674
10	6675
8	6676
6	6677
10	6678
6	6679
2	6680
10	6681
8	6682
10	6683
10	6684
10	6685
8	6686
12	6687
12	6688
10	6689
6	6690
14	6691
6	6692
10	6693
8	6694
10	6695
2	6696
10	6697
10	6698
4	6699
10	6700
10	6701
10	6702
10	6703
10	6704
8	6705
10	6706
10	6707
10	6708
18	6709
8	6710
10	6711
10	6712
8	6713
8	6714
10	6715
8	6716
10	6717
10	6718
8	6719
10	6720
18	6721
24	6722
8	6723
8	6724
4	6725
10	6726
10	6727
6	6728
6	6729
6	6730
10	6731
10	6732
10	6733
10	6734
10	6735
10	6736
8	6737
10	6738
10	6739
4	6740
10	6741
8	6742
6	6743
10	6744
6	6745
10	6746
10	6747
8	6748
10	6749
10	6750
8	6751
10	6752
8	6753
10	6754
10	6755
10	6756
16	6757
8	6758
10	6759
10	6760
10	6761
8	6762
10	6763
10	6764
10	6765
10	6766
10	6767
10	6768
10	6769
8	6770
10	6771
4	6772
6	6773
2	6774
20	6775
6	6776
8	6777
10	6778
8	6779
10	6780
20	6781
10	6782
10	6783
10	6784
2	6785
20	6786
10	6787
10	6788
6	6789
14	6790
10	6791
10	6792
10	6793
10	6794
2	6795
10	6796
4	6797
10	6798
10	6799
10	6800
10	6801
10	6802
10	6803
4	6804
10	6805
16	6806
6	6807
10	6808
8	6809
10	6810
10	6811
10	6812
10	6813
8	6814
8	6815
8	6816
10	6817
10	6818
10	6819
10	6820
10	6821
10	6822
10	6823
10	6824
6	6825
10	6826
10	6827
10	6828
8	6829
10	6830
6	6831
8	6832
8	6833
10	6834
10	6835
24	6836
8	6837
10	6838
6	6839
10	6840
10	6841
4	6842
6	6843
12	6844
8	6845
8	6846
10	6847
10	6848
10	6849
10	6850
10	6851
10	6852
4	6853
10	6854
30	6855
6	6856
6	6857
6	6858
8	6859
10	6860
10	6861
10	6862
6	6863
10	6864
4	6865
10	6866
10	6867
6	6868
10	6869
10	6870
30	6871
10	6872
10	6873
10	6874
10	6875
6	6876
10	6877
10	6878
10	6879
10	6880
10	6881
10	6882
6	6883
10	6884
10	6885
10	6886
4	6887
10	6888
6	6889
18	6890
6	6891
8	6892
8	6893
10	6894
10	6895
10	6896
10	6897
10	6898
8	6899
10	6900
12	6901
8	6902
10	6903
10	6904
10	6905
10	6906
10	6907
20	6908
10	6909
40	6910
10	6911
8	6912
10	6913
4	6914
10	6915
8	6916
18	6917
8	6918
10	6919
8	6920
10	6921
4	6922
8	6923
8	6924
8	6925
6	6926
6	6927
2	6928
10	6929
16	6930
10	6931
10	6932
8	6933
8	6934
10	6935
10	6936
10	6937
10	6938
10	6939
8	6940
10	6941
8	6942
10	6943
6	6944
10	6945
18	6946
4	6947
10	6948
16	6949
10	6950
4	6951
10	6952
10	6953
10	6954
10	6955
6	6956
10	6957
10	6958
6	6959
8	6960
8	6961
10	6962
10	6963
10	6964
10	6965
8	6966
10	6967
10	6968
10	6969
8	6970
10	6971
6	6972
6	6973
10	6974
10	6975
10	6976
10	6977
10	6978
10	6979
10	6980
10	6981
8	6982
10	6983
10	6984
8	6985
10	6986
6	6987
20	6988
10	6989
10	6990
10	6991
10	6992
8	6993
14	6994
10	6995
14	6996
6	6997
10	6998
10	6999
28	7000
10	7001
10	7002
10	7003
8	7004
6	7005
10	7006
6	7007
10	7008
8	7009
10	7010
6	7011
4	7012
16	7013
20	7014
10	7015
10	7016
6	7017
8	7018
14	7019
10	7020
10	7021
10	7022
8	7023
10	7024
8	7025
12	7026
10	7027
10	7028
6	7029
8	7030
10	7031
6	7032
8	7033
16	7034
28	7035
8	7036
10	7037
10	7038
18	7039
10	7040
10	7041
10	7042
10	7043
10	7044
10	7045
8	7046
8	7047
10	7048
10	7049
8	7050
10	7051
12	7052
10	7053
12	7054
16	7055
10	7056
10	7057
26	7058
10	7059
10	7060
10	7061
12	7062
20	7063
8	7064
8	7065
6	7066
8	7067
8	7068
10	7069
10	7070
6	7071
8	7072
8	7073
8	7074
10	7075
10	7076
10	7077
2	7078
6	7079
8	7080
10	7081
6	7082
24	7083
8	7084
8	7085
8	7086
6	7087
20	7088
20	7089
4	7090
8	7091
10	7092
6	7093
6	7094
6	7095
10	7096
6	7097
10	7098
10	7099
8	7100
10	7101
20	7102
8	7103
10	7104
10	7105
10	7106
6	7107
8	7108
6	7109
6	7110
6	7111
8	7112
10	7113
10	7114
14	7115
8	7116
6	7117
18	7118
6	7119
6	7120
10	7121
8	7122
10	7123
6	7124
6	7125
6	7126
10	7127
10	7128
6	7129
8	7130
10	7131
8	7132
2	7133
6	7134
10	7135
10	7136
10	7137
6	7138
10	7139
10	7140
8	7141
8	7142
6	7143
10	7144
8	7145
8	7146
8	7147
10	7148
8	7149
8	7150
10	7151
8	7152
10	7153
8	7154
10	7155
10	7156
6	7157
6	7158
4	7159
6	7160
10	7161
8	7162
10	7163
10	7164
10	7165
10	7166
8	7167
8	7168
10	7169
6	7170
10	7171
10	7172
10	7173
8	7174
10	7175
8	7176
20	7177
8	7178
10	7179
10	7180
8	7181
8	7182
6	7183
10	7184
6	7185
6	7186
20	7187
10	7188
10	7189
8	7190
8	7191
10	7192
8	7193
8	7194
6	7195
6	7196
16	7197
6	7198
6	7199
10	7200
6	7201
10	7202
8	7203
10	7204
6	7205
6	7206
10	7207
8	7208
4	7209
10	7210
6	7211
4	7212
8	7213
4	7214
6	7215
18	7216
4	7217
8	7218
10	7219
10	7220
2	7221
10	7222
6	7223
6	7224
6	7225
10	7226
6	7227
8	7228
8	7229
10	7230
10	7231
8	7232
6	7233
8	7234
10	7235
10	7236
10	7237
10	7238
24	7239
10	7240
6	7241
6	7242
14	7243
10	7244
6	7245
10	7246
6	7247
10	7248
18	7249
8	7250
2	7251
4	7252
10	7253
10	7254
10	7255
10	7256
10	7257
6	7258
8	7259
6	7260
10	7261
10	7262
8	7263
10	7264
8	7265
10	7266
20	7267
6	7268
8	7269
10	7270
8	7271
10	7272
6	7273
2	7274
10	7275
14	7276
6	7277
10	7278
6	7279
4	7280
10	7281
8	7282
16	7283
10	7284
10	7285
10	7286
10	7287
10	7288
20	7289
8	7290
10	7291
8	7292
10	7293
10	7294
6	7295
16	7296
8	7297
20	7298
6	7299
4	7300
8	7301
8	7302
6	7303
8	7304
6	7305
10	7306
6	7307
8	7308
6	7309
10	7310
10	7311
8	7312
10	7313
10	7314
8	7315
10	7316
10	7317
2	7318
10	7319
8	7320
10	7321
10	7322
10	7323
10	7324
10	7325
8	7326
10	7327
8	7328
8	7329
6	7330
10	7331
10	7332
10	7333
16	7334
6	7335
10	7336
18	7337
10	7338
10	7339
8	7340
8	7341
8	7342
10	7343
8	7344
8	7345
10	7346
8	7347
2	7348
8	7349
8	7350
8	7351
10	7352
10	7353
8	7354
8	7355
8	7356
10	7357
10	7358
6	7359
6	7360
4	7361
18	7362
10	7363
10	7364
10	7365
10	7366
10	7367
10	7368
8	7369
10	7370
6	7371
10	7372
8	7373
10	7374
10	7375
10	7376
10	7377
22	7378
8	7379
10	7380
8	7381
6	7382
8	7383
10	7384
8	7385
10	7386
6	7387
6	7388
10	7389
10	7390
4	7391
6	7392
10	7393
2	7394
6	7395
10	7396
8	7397
8	7398
10	7399
10	7400
6	7401
10	7402
8	7403
10	7404
10	7405
8	7406
20	7407
10	7408
6	7409
10	7410
8	7411
10	7412
10	7413
8	7414
10	7415
8	7416
8	7417
6	7418
10	7419
10	7420
10	7421
10	7422
10	7423
8	7424
8	7425
8	7426
10	7427
4	7428
6	7429
8	7430
8	7431
6	7432
6	7433
8	7434
6	7435
10	7436
6	7437
8	7438
6	7439
10	7440
8	7441
10	7442
8	7443
10	7444
20	7445
10	7446
10	7447
12	7448
10	7449
8	7450
10	7451
10	7452
10	7453
10	7454
8	7455
6	7456
10	7457
8	7458
8	7459
2	7460
10	7461
6	7462
16	7463
6	7464
4	7465
2	7466
8	7467
10	7468
8	7469
4	7470
8	7471
10	7472
30	7473
10	7474
10	7475
10	7476
10	7477
6	7478
8	7479
8	7480
4	7481
10	7482
8	7483
6	7484
6	7485
10	7486
10	7487
8	7488
8	7489
8	7490
4	7491
6	7492
6	7493
8	7494
10	7495
10	7496
8	7497
10	7498
10	7499
10	7500
10	7501
4	7502
6	7503
6	7504
8	7505
10	7506
10	7507
10	7508
8	7509
6	7510
10	7511
6	7512
8	7513
10	7514
6	7515
2	7516
10	7517
8	7518
10	7519
8	7520
8	7521
6	7522
4	7523
10	7524
10	7525
10	7526
10	7527
8	7528
6	7529
10	7530
10	7531
6	7532
10	7533
8	7534
10	7535
6	7536
4	7537
8	7538
10	7539
6	7540
10	7541
6	7542
10	7543
8	7544
10	7545
6	7546
8	7547
2	7548
6	7549
10	7550
2	7551
8	7552
10	7553
8	7554
10	7555
16	7556
10	7557
2	7558
10	7559
8	7560
8	7561
10	7562
8	7563
6	7564
16	7565
10	7566
10	7567
6	7568
6	7569
10	7570
10	7571
8	7572
10	7573
6	7574
10	7575
20	7576
8	7577
6	7578
10	7579
10	7580
2	7581
8	7582
10	7583
10	7584
8	7585
10	7586
10	7587
10	7588
10	7589
8	7590
8	7591
10	7592
8	7593
14	7594
6	7595
10	7596
8	7597
8	7598
10	7599
10	7600
4	7601
6	7602
8	7603
6	7604
8	7605
4	7606
10	7607
10	7608
6	7609
8	7610
10	7611
8	7612
10	7613
10	7614
10	7615
8	7616
10	7617
10	7618
10	7619
10	7620
10	7621
10	7622
10	7623
10	7624
10	7625
20	7626
10	7627
10	7628
8	7629
6	7630
10	7631
10	7632
6	7633
10	7634
8	7635
10	7636
6	7637
10	7638
10	7639
10	7640
10	7641
10	7642
10	7643
8	7644
10	7645
6	7646
6	7647
10	7648
8	7649
8	7650
6	7651
8	7652
10	7653
10	7654
10	7655
30	7656
10	7657
6	7658
10	7659
10	7660
10	7661
10	7662
6	7663
10	7664
6	7665
10	7666
10	7667
8	7668
10	7669
8	7670
10	7671
10	7672
10	7673
10	7674
10	7675
10	7676
10	7677
20	7678
10	7679
8	7680
8	7681
8	7682
4	7683
12	7684
6	7685
2	7686
6	7687
6	7688
2	7689
6	7690
10	7691
8	7692
8	7693
10	7694
10	7695
10	7696
8	7697
10	7698
8	7699
6	7700
6	7701
10	7702
6	7703
10	7704
10	7705
10	7706
28	7707
6	7708
10	7709
8	7710
4	7711
8	7712
8	7713
8	7714
10	7715
10	7716
14	7717
10	7718
10	7719
10	7720
6	7721
10	7722
10	7723
10	7724
8	7725
8	7726
8	7727
6	7728
8	7729
10	7730
8	7731
8	7732
10	7733
6	7734
10	7735
10	7736
8	7737
10	7738
10	7739
10	7740
10	7741
6	7742
10	7743
2	7744
8	7745
6	7746
10	7747
10	7748
6	7749
8	7750
10	7751
8	7752
8	7753
10	7754
10	7755
16	7756
10	7757
10	7758
16	7759
10	7760
6	7761
10	7762
2	7763
10	7764
8	7765
8	7766
10	7767
8	7768
8	7769
6	7770
10	7771
10	7772
8	7773
10	7774
6	7775
6	7776
12	7777
8	7778
6	7779
10	7780
10	7781
16	7782
8	7783
8	7784
6	7785
4	7786
10	7787
6	7788
12	7789
6	7790
10	7791
8	7792
20	7793
10	7794
10	7795
10	7796
6	7797
10	7798
10	7799
10	7800
10	7801
8	7802
8	7803
8	7804
10	7805
6	7806
8	7807
10	7808
10	7809
10	7810
6	7811
16	7812
10	7813
6	7814
10	7815
8	7816
6	7817
8	7818
8	7819
18	7820
10	7821
10	7822
10	7823
10	7824
10	7825
10	7826
8	7827
10	7828
18	7829
10	7830
8	7831
6	7832
10	7833
8	7834
14	7835
12	7836
10	7837
8	7838
8	7839
10	7840
4	7841
2	7842
10	7843
8	7844
10	7845
6	7846
10	7847
8	7848
8	7849
10	7850
10	7851
18	7852
8	7853
10	7854
10	7855
8	7856
10	7857
10	7858
10	7859
10	7860
10	7861
10	7862
10	7863
4	7864
10	7865
4	7866
8	7867
10	7868
10	7869
10	7870
10	7871
10	7872
10	7873
20	7874
10	7875
8	7876
10	7877
8	7878
8	7879
4	7880
10	7881
10	7882
10	7883
10	7884
10	7885
10	7886
10	7887
8	7888
8	7889
6	7890
8	7891
8	7892
10	7893
10	7894
6	7895
8	7896
8	7897
8	7898
10	7899
12	7900
10	7901
10	7902
6	7903
6	7904
10	7905
10	7906
10	7907
8	7908
10	7909
6	7910
10	7911
10	7912
10	7913
10	7914
18	7915
8	7916
8	7917
8	7918
10	7919
12	7920
10	7921
8	7922
8	7923
10	7924
8	7925
10	7926
10	7927
10	7928
6	7929
10	7930
10	7931
8	7932
8	7933
8	7934
10	7935
8	7936
10	7937
10	7938
10	7939
10	7940
10	7941
8	7942
8	7943
20	7944
10	7945
10	7946
10	7947
10	7948
10	7949
6	7950
10	7951
10	7952
4	7953
10	7954
6	7955
8	7956
8	7957
10	7958
10	7959
10	7960
8	7961
10	7962
6	7963
10	7964
10	7965
10	7966
10	7967
10	7968
10	7969
10	7970
10	7971
6	7972
10	7973
2	7974
10	7975
6	7976
20	7977
10	7978
6	7979
14	7980
10	7981
8	7982
6	7983
6	7984
2	7985
10	7986
6	7987
8	7988
6	7989
10	7990
10	7991
10	7992
8	7993
8	7994
10	7995
6	7996
8	7997
10	7998
2	7999
10	8000
10	8001
6	8002
10	8003
10	8004
10	8005
6	8006
8	8007
6	8008
10	8009
6	8010
10	8011
14	8012
10	8013
10	8014
28	8015
10	8016
6	8017
10	8018
10	8019
10	8020
10	8021
10	8022
6	8023
6	8024
10	8025
10	8026
8	8027
10	8028
10	8029
8	8030
10	8031
10	8032
10	8033
10	8034
10	8035
8	8036
8	8037
10	8038
10	8039
10	8040
10	8041
10	8042
10	8043
10	8044
10	8045
8	8046
8	8047
8	8048
6	8049
8	8050
10	8051
10	8052
6	8053
6	8054
20	8055
6	8056
10	8057
10	8058
10	8059
6	8060
10	8061
8	8062
10	8063
8	8064
8	8065
8	8066
6	8067
10	8068
10	8069
6	8070
6	8071
16	8072
10	8073
10	8074
10	8075
8	8076
6	8077
6	8078
10	8079
10	8080
10	8081
10	8082
6	8083
10	8084
4	8085
8	8086
8	8087
10	8088
4	8089
8	8090
8	8091
10	8092
8	8093
10	8094
2	8095
8	8096
8	8097
10	8098
10	8099
8	8100
8	8101
10	8102
10	8103
4	8104
10	8105
10	8106
8	8107
2	8108
10	8109
10	8110
10	8111
10	8112
10	8113
10	8114
10	8115
26	8116
10	8117
8	8118
10	8119
8	8120
8	8121
10	8122
10	8123
10	8124
10	8125
10	8126
10	8127
10	8128
10	8129
10	8130
10	8131
6	8132
10	8133
6	8134
8	8135
10	8136
10	8137
10	8138
10	8139
6	8140
8	8141
10	8142
10	8143
10	8144
26	8145
8	8146
6	8147
20	8148
8	8149
6	8150
4	8151
8	8152
6	8153
6	8154
2	8155
6	8156
2	8157
6	8158
10	8159
4	8160
8	8161
10	8162
8	8163
8	8164
10	8165
2	8166
18	8167
10	8168
10	8169
8	8170
6	8171
10	8172
10	8173
10	8174
8	8175
10	8176
6	8177
10	8178
10	8179
8	8180
10	8181
18	8182
10	8183
8	8184
10	8185
10	8186
10	8187
8	8188
6	8189
6	8190
16	8191
10	8192
10	8193
10	8194
10	8195
6	8196
6	8197
8	8198
6	8199
10	8200
10	8201
10	8202
8	8203
10	8204
2	8205
10	8206
10	8207
4	8208
10	8209
8	8210
4	8211
6	8212
8	8213
10	8214
10	8215
10	8216
10	8217
6	8218
10	8219
10	8220
8	8221
8	8222
10	8223
6	8224
6	8225
8	8226
2	8227
2	8228
8	8229
8	8230
6	8231
8	8232
10	8233
6	8234
10	8235
8	8236
8	8237
8	8238
8	8239
2	8240
10	8241
10	8242
10	8243
10	8244
10	8245
10	8246
10	8247
8	8248
2	8249
16	8250
6	8251
8	8252
8	8253
6	8254
6	8255
10	8256
10	8257
10	8258
6	8259
16	8260
10	8261
10	8262
6	8263
10	8264
10	8265
10	8266
20	8267
10	8268
10	8269
18	8270
10	8271
10	8272
20	8273
10	8274
6	8275
10	8276
10	8277
10	8278
10	8279
10	8280
8	8281
8	8282
8	8283
14	8284
10	8285
2	8286
8	8287
4	8288
8	8289
6	8290
6	8291
8	8292
10	8293
8	8294
10	8295
16	8296
10	8297
6	8298
6	8299
8	8300
10	8301
20	8302
8	8303
8	8304
6	8305
8	8306
8	8307
8	8308
10	8309
6	8310
6	8311
10	8312
6	8313
8	8314
10	8315
8	8316
10	8317
10	8318
8	8319
10	8320
10	8321
10	8322
4	8323
40	8324
4	8325
18	8326
8	8327
6	8328
6	8329
6	8330
10	8331
4	8332
10	8333
10	8334
10	8335
8	8336
10	8337
8	8338
18	8339
10	8340
10	8341
8	8342
10	8343
10	8344
16	8345
10	8346
4	8347
10	8348
10	8349
8	8350
10	8351
10	8352
10	8353
10	8354
10	8355
10	8356
10	8357
8	8358
8	8359
10	8360
8	8361
10	8362
2	8363
10	8364
10	8365
10	8366
10	8367
10	8368
8	8369
10	8370
8	8371
10	8372
10	8373
10	8374
8	8375
10	8376
6	8377
10	8378
10	8379
10	8380
10	8381
10	8382
6	8383
6	8384
6	8385
6	8386
6	8387
6	8388
6	8389
6	8390
6	8391
6	8392
6	8393
6	8394
6	8395
6	8396
6	8397
6	8398
8	8399
6	8400
10	8401
6	8402
6	8403
6	8404
6	8405
6	8406
6	8407
6	8408
6	8409
6	8410
10	8411
8	8412
10	8413
10	8414
10	8415
6	8416
8	8417
8	8418
6	8419
6	8420
10	8421
6	8422
6	8423
8	8424
6	8425
8	8426
10	8427
10	8428
10	8429
8	8430
10	8431
8	8432
10	8433
14	8434
8	8435
10	8436
6	8437
10	8438
8	8439
10	8440
10	8441
6	8442
8	8443
10	8444
10	8445
10	8446
18	8447
10	8448
6	8449
10	8450
20	8451
10	8452
10	8453
10	8454
6	8455
8	8456
10	8457
6	8458
10	8459
10	8460
6	8461
8	8462
10	8463
10	8464
2	8465
10	8466
6	8467
10	8468
10	8469
12	8470
10	8471
10	8472
10	8473
14	8474
14	8475
10	8476
8	8477
8	8478
10	8479
10	8480
6	8481
8	8482
10	8483
10	8484
10	8485
10	8486
6	8487
8	8488
10	8489
10	8490
10	8491
8	8492
10	8493
10	8494
8	8495
8	8496
10	8497
10	8498
10	8499
6	8500
6	8501
10	8502
10	8503
10	8504
10	8505
2	8506
2	8507
32	8508
10	8509
10	8510
10	8511
6	8512
10	8513
6	8514
10	8515
2	8516
10	8517
8	8518
10	8519
10	8520
18	8521
2	8522
10	8523
8	8524
10	8525
6	8526
10	8527
10	8528
10	8529
6	8530
10	8531
10	8532
8	8533
10	8534
10	8535
6	8536
12	8537
10	8538
12	8539
18	8540
8	8541
4	8542
10	8543
12	8544
10	8545
10	8546
8	8547
10	8548
10	8549
10	8550
10	8551
10	8552
10	8553
10	8554
8	8555
10	8556
10	8557
10	8558
10	8559
10	8560
10	8561
10	8562
10	8563
10	8564
10	8565
10	8566
10	8567
8	8568
10	8569
10	8570
14	8571
18	8572
10	8573
10	8574
10	8575
10	8576
8	8577
10	8578
10	8579
10	8580
8	8581
10	8582
10	8583
10	8584
8	8585
10	8586
6	8587
10	8588
10	8589
10	8590
10	8591
10	8592
8	8593
10	8594
6	8595
